19011119402
0,0.969364
1,0.969364
2,0.969364
3,0.969364
4,0.969364
5,0.969364
6,0.969364
7,0.969364
8,0.969364
9,0.969364
10,0.969364
11,0.969364
12,0.969364
13,0.969364
14,0.969364
15,0.969364
16,0.969364
17,0.969364
18,0.969364
19,0.969364
20,0.969364
21,0.969364
22,0.969364
23,0.969364
24,0.969364
25,0.969364
26,0.969364
27,0.969364
28,0.969364
29,0.969364
30,0.969364
31,0.969364
32,0.969364
33,0.969364
34,0.969364
35,0.969364
36,0.969364
37,0.969364
38,0.969364
39,0.969364
40,0.969364
41,0.969364
42,0.969364
43,0.969364
44,0.969364
45,0.969364
46,0.969364
47,0.969364
48,0.969364
49,0.969364
50,0.969364
51,0.969364
52,0.969364
53,0.969364
54,0.969364
55,0.969364
56,0.969364
57,0.969364
58,0.969364
59,0.969364
60,0.969364
61,0.969364
62,0.969364
63,0.969364
64,0.969364
65,0.969364
66,0.969364
67,0.969364
68,0.969364
69,0.969364
70,0.969364
71,0.969364
72,0.969364
73,0.969364
74,0.969364
75,0.969364
76,0.969364
77,0.969364
78,0.969364
79,0.969364
80,0.969364
81,0.969364
82,0.969364
83,0.969364
84,0.969364
85,0.969364
86,0.969364
87,0.969364
88,0.969364
89,0.969364
90,0.969364
91,0.969364
92,0.969364
93,0.969364
94,0.969364
95,0.969364
96,0.969364
97,0.969364
98,0.969364
99,0.969364
100,0.969364
101,0.969364
102,0.969364
103,0.969364
104,0.969364
105,0.969364
106,0.969364
107,0.969364
108,0.969364
109,0.969364
110,0.969364
111,0.969364
112,0.969364
113,0.969364
114,0.969364
115,0.969364
116,0.969364
117,0.969364
118,0.969364
119,0.969364
120,0.969364
121,0.969364
122,0.969364
123,0.969364
124,0.969364
125,0.969364
126,0.969364
127,0.969364
128,0.969364
129,0.969364
130,0.969364
131,0.969364
132,0.969364
133,0.969364
134,0.969364
135,0.969364
136,0.969364
137,0.969364
138,0.969364
139,0.969364
140,0.969364
141,0.969364
142,0.969364
143,0.969364
144,0.969364
145,0.969364
146,0.969364
147,0.969364
148,0.969364
149,0.969364
150,0.969364
151,0.969364
152,0.969364
153,0.969364
154,0.969364
155,0.969364
156,0.969364
157,0.969364
158,0.969364
159,0.969364
160,0.969364
161,0.969364
162,0.969364
163,0.969364
164,0.969364
165,0.969364
166,0.969364
167,0.969364
168,0.969364
169,0.969364
170,0.969364
171,0.969364
172,0.969364
173,0.969364
174,0.969364
175,0.969364
176,0.969364
177,0.969364
178,0.969364
179,0.969364
180,0.969364
181,0.969364
182,0.969364
183,0.969364
184,0.969364
185,0.969364
186,0.969364
187,0.969364
188,0.969364
189,0.969364
190,0.969364
191,0.969364
192,0.969364
193,0.969364
194,0.969364
195,0.969364
196,0.969364
197,0.969364
198,0.969364
199,0.969364
200,0.969364
201,0.969364
202,0.969364
203,0.969364
204,0.969364
205,0.969364
206,0.969364
207,0.969364
208,0.969364
209,0.969364
210,0.969364
211,0.969364
212,0.969364
213,0.969364
214,0.969364
215,0.969364
216,0.969364
217,0.969364
218,0.969364
219,0.969364
220,0.969364
221,0.969364
222,0.969364
223,0.969364
224,0.969364
225,0.969364
226,0.969364
227,0.969364
228,0.969364
229,0.969364
230,0.969364
231,0.969364
232,0.969364
233,0.969364
234,0.969364
235,0.969364
236,0.969364
237,0.969364
238,0.969364
239,0.969364
240,0.969364
241,0.969364
242,0.969364
243,0.969364
244,0.969364
245,0.969364
246,0.969364
247,0.969364
248,0.969364
249,0.969364
250,0.969364
251,0.969364
252,0.969364
253,0.969364
254,0.969364
255,0.969364
256,0.969364
257,0.969364
258,0.969364
259,0.969364
260,0.969364
261,0.969364
262,0.969364
263,0.969364
264,0.969364
265,0.969364
266,0.969364
267,0.969364
268,0.969364
269,0.969364
270,0.969364
271,0.969364
272,0.969364
273,0.969364
274,0.969364
275,0.969364
276,0.969364
277,0.969364
278,0.969364
279,0.969364
280,0.969364
281,0.969364
282,0.969364
283,0.969364
284,0.969364
285,0.969364
286,0.969364
287,0.969364
288,0.969364
289,0.969364
290,0.969364
291,0.969364
292,0.969364
293,0.969364
294,0.969364
295,0.969364
296,0.969364
297,0.969364
298,0.969364
299,0.969364
300,0.969364
301,0.969364
302,0.969364
303,0.969364
304,0.969364
305,0.969364
306,0.969364
307,0.969364
308,0.969364
309,0.969364
310,0.969364
311,0.969364
312,0.969364
313,0.969364
314,0.969364
315,0.969364
316,0.969364
317,0.969364
318,0.969364
319,0.969364
320,0.969364
321,0.969364
322,0.969364
323,0.969364
324,0.969364
325,0.969364
326,0.969364
327,0.969364
328,0.969364
329,0.969364
330,0.969364
331,0.969364
332,0.969364
333,0.969364
334,0.969364
335,0.969364
336,0.969364
337,0.969364
338,0.969364
339,0.969364
340,0.969364
341,0.969364
342,0.969364
343,0.969364
344,0.969364
345,0.969364
346,0.969364
347,0.969364
348,0.969364
349,0.969364
350,0.969364
351,0.969364
352,0.969364
353,0.969364
354,0.969364
355,0.969364
356,0.969364
357,0.969364
358,0.969364
359,0.969364
360,0.969364
361,0.969364
362,0.969364
363,0.969364
364,0.969364
365,0.969364
366,0.969364
367,0.969364
368,0.969364
369,0.969364
370,0.969364
371,0.969364
372,0.969364
373,0.969364
374,0.969364
375,0.969364
376,0.969364
377,0.969364
378,0.969364
379,0.969364
380,0.969364
381,0.969364
382,0.969364
383,0.969364
